word,feminine,neuter,comparative,superlative,adverb,declension,adj_stem
nivosus,nivosa,nivosum,nivosior,nivosissimus,nivose,12,nivos
virtuosus,virtuosa,virtuosum,virtuosior,virtuosissimus,virtuose,12,virtuos
classicus,classica,classicum,classicior,classicissimus,classice,12,classic
evitabilis,evitabilis,evitabile,evitabilior,evitabilissimus,evitabiliter,3,evitabil
continuus,continua,continuum,continuior,continuissimus,continuo,12,continu
missilis,missilis,missile,missilior,missilissimus,missiliter,3,missil
mediterraneus,mediterranea,mediterraneum,mediterraneior,mediterraneissimus,mediterranee,12,mediterrane
originalis,originalis,originale,originalior,originalissimus,originaliter,3,original
praeambulus,praeambula,praeambulum,praeambulior,praeambulissimus,praeambule,12,praeambul
suspiciosus,suspiciosa,suspiciosum,suspiciosior,suspiciosissimus,suspiciose,12,suspicios
theologicus,theologica,theologicum,theologicior,theologicissimus,theologice,12,theologic
casualis,casualis,casuale,casualior,casualissimus,casualiter,3,casual
excessivus,excessiva,excessivum,excessivior,excessivissimus,excessive,12,excessiv
diversus,diversa,diversum,diversior,diversissimus,diverse,12,divers
francus,franca,francum,francior,francissimus,france,12,franc
marsupialis,marsupialis,marsupiale,marsupialior,marsupialissimus,marsupialiter,3,marsupial
inextricabilis,inextricabilis,inextricabile,inextricabilior,inextricabilissimus,inextricabiliter,3,inextricabil
manualis,manualis,manuale,manualior,manualissimus,manualiter,3,manual
intellectualis,intellectualis,intellectuale,intellectualior,intellectualissimus,intellectualiter,3,intellectual
intensus,intensa,intensum,intensior,intensissimus,intense,12,intens
peremptorius,peremptoria,peremptorium,peremptoriior,peremptoriissimus,peremptorie,12,peremptori
manuarius,manuaria,manuarium,manuariior,manuariissimus,manuarie,12,manuari
physicalis,physicalis,physicale,physicalior,physicalissimus,physicaliter,3,physical
tortuosus,tortuosa,tortuosum,tortuosior,tortuosissimus,tortuose,12,tortuos
scholaris,scholaris,scholare,scholarior,scholarissimus,scholariter,3,scholar
alchymicus,alchymica,alchymicum,alchymicior,alchymicissimus,alchymice,12,alchymic
chimicus,chimica,chimicum,chimicior,chimicissimus,chimice,12,chimic
artificialis,artificialis,artificiale,artificialior,artificialissimus,artificialiter,3,artificial
beneficus,benefica,beneficum,beneficentior,beneficissimus,benefice,12,benefic
chymicus,chymica,chymicum,chymicior,chymicissimus,chymice,12,chymic
epilepticus,epileptica,epilepticum,epilepticior,epilepticissimus,epileptice,12,epileptic
essentialis,essentialis,essentiale,essentialior,essentialissimus,essentialiter,3,essential
laserpicifer,laserpicifera,laserpiciferum,laserpiciferior,laserpiciferrimus,laserpicifere,12,laserpicifer
athleticus,athletica,athleticum,athleticior,athleticissimus,athletice,12,athletic
considerabilis,considerabilis,considerabile,considerabilior,considerabilissimus,considerabiliter,3,considerabil
caelestialis,caelestialis,caelestiale,caelestialior,caelestialissimus,caelestialiter,3,caelestial
activus,activa,activum,activior,activissimus,active,12,activ
legitimatus,legitimata,legitimatum,legitimatior,legitimatissimus,legitimate,12,legitimat
adversarius,adversaria,adversarium,adversariior,adversariissimus,adversarie,12,adversari
passionatus,passionata,passionatum,passionatior,passionatissimus,passionate,12,passionat
oppositus,opposita,oppositum,oppositior,oppositissimus,opposite,12,opposit
remotus,remota,remotum,remotior,remotissimus,remote,12,remot
toxicus,toxica,toxicum,toxicior,toxicissimus,toxice,12,toxic
rigorosus,rigorosa,rigorosum,rigorosior,rigorosissimus,rigorose,12,rigoros
affectionatus,affectionata,affectionatum,affectionatior,affectionatissimus,affectionate,12,affectionat
adaequatus,adaequata,adaequatum,adaequatior,adaequatissimus,adaequate,12,adaequat
alternativus,alternativa,alternativum,alternativior,alternativissimus,alternative,12,alternativ
comparabilis,comparabilis,comparabile,comparabilior,comparabilissimus,comparabiliter,3,comparabil
cathedralis,cathedralis,cathedrale,cathedralior,cathedralissimus,cathedraliter,3,cathedral
defensivus,defensiva,defensivum,defensivior,defensivissimus,defensive,12,defensiv
defectus,defecta,defectum,defectior,defectissimus,defecte,12,defect
corporatus,corporata,corporatum,corporatior,corporatissimus,corporate,12,corporat
digestivus,digestiva,digestivum,digestivior,digestivissimus,digestive,12,digestiv
lignosus,lignosa,lignosum,lignosior,lignosissimus,lignose,12,lignos
coccinus,coccina,coccinum,coccinior,coccinissimus,coccine,12,coccin
fluidus,fluida,fluidum,fluidior,fluidissimus,fluide,12,fluid
iliacus,iliaca,iliacum,iliacior,iliacissimus,iliace,12,iliac
effectivus,effectiva,effectivum,effectivior,effectivissimus,effective,12,effectiv
intentus,intenta,intentum,intentior,intentissimus,intente,12,intent
popularis,popularis,populare,popularior,popularissimus,populariter,3,popular
problematicus,problematica,problematicum,problematicior,problematicissimus,problematice,12,problematic
sexualis,sexualis,sexuale,sexualior,sexualissimus,sexualiter,3,sexual
caerimonialis,caerimonialis,caerimoniale,caerimonialior,caerimonialissimus,caerimonialiter,3,caerimonial
luxuriosus,luxuriosa,luxuriosum,luxuriosior,luxuriosissimus,luxuriose,12,luxurios
specificus,specifica,specificum,specificior,specificissimus,specifice,12,specific
technicus,technica,technicum,technicior,technicissimus,technice,12,technic
turbulentus,turbulenta,turbulentum,turbulentior,turbulentissimus,turbulente,12,turbulent
arabicus,arabica,arabicum,arabicior,arabicissimus,arabice,12,arabic
clericalis,clericalis,clericale,clericalior,clericalissimus,clericaliter,3,clerical
cuneiformis,cuneiformis,cuneiforme,cuneiformior,cuneiformissimus,cuneiformiter,3,cuneiform
circularis,circularis,circulare,circularior,circularissimus,circulariter,3,circular
domitus,domita,domitum,domitior,domitissimus,domite,12,domit
angularis,angularis,angulare,angularior,angularissimus,angulariter,3,angular
linearis,linearis,lineare,linearior,linearissimus,lineariter,3,linear
facialis,facialis,faciale,facialior,facialissimus,facialiter,3,facial
salutaris,salutaris,salutare,salutarior,salutarissimus,salutariter,3,salutar
multiplus,multipla,multiplum,multiplior,multiplissimus,multiple,12,multipl
moderatus,moderata,moderatum,moderatior,moderatissimus,moderate,12,moderat
temperatus,temperata,temperatum,temperatior,temperatissimus,temperate,12,temperat
reprehensibilis,reprehensibilis,reprehensibile,reprehensibilior,reprehensibilissimus,reprehensibiliter,3,reprehensibil
chaldaeus,chaldaea,chaldaeum,chaldaeior,chaldaeissimus,chaldaee,12,chaldae
accommodatus,accommodata,accommodatum,accommodatior,accommodatissimus,accommodate,12,accommodat
iugularis,iugularis,iugulare,iugularior,iugularissimus,iugulariter,3,iugular
macedonicus,macedonica,macedonicum,macedonicior,macedonicissimus,macedonice,12,macedonic
ancillaris,ancillaris,ancillare,ancillarior,ancillarissimus,ancillariter,3,ancillar
assellaris,assellaris,assellare,assellarior,assellarissimus,assellariter,3,assellar
iocularis,iocularis,ioculare,iocularior,iocularissimus,ioculariter,3,iocular
moratus,morata,moratum,moratior,moratissimus,morate,12,morat
auxiliaris,auxiliaris,auxiliare,auxiliarior,auxiliarissimus,auxiliariter,3,auxiliar
sublatus,sublata,sublatum,sublatior,sublatissimus,sublate,12,sublat
cautus,cauta,cautum,cautior,cautissimus,caute,12,caut
auctus,aucta,auctum,auctior,auctissimus,aucte,12,auct
admixtus,admixta,admixtum,admixtior,admixtissimus,admixte,12,admixt
attentus,attenta,attentum,attentior,attentissimus,attente,12,attent
adtentus,adtenta,adtentum,adtentior,adtentissimus,adtente,12,adtent
intonsus,intonsa,intonsum,intonsior,intonsissimus,intonse,12,intons
melkitus,melkita,melkitum,melkitior,melkitissimus,melkite,12,melkit
coptus,copta,coptum,coptior,coptissimus,copte,12,copt
macedonus,macedona,macedonum,macedonior,macedonissimus,macedone,12,macedon
copticus,coptica,copticum,copticior,copticissimus,coptice,12,coptic
armenus,armena,armenum,armenior,armenissimus,armene,12,armen
francogallus,francogalla,francogallum,francogallior,francogallissimus,francogalle,12,francogall
chaldaicus,chaldaica,chaldaicum,chaldaicior,chaldaicissimus,chaldaice,12,chaldaic
melkiticus,melkitica,melkiticum,melkiticior,melkiticissimus,melkitice,12,melkitic
hetthaeus,hetthaea,hetthaeum,hetthaeior,hetthaeissimus,hetthaee,12,hetthae
nederlandicus,nederlandica,nederlandicum,nederlandicior,nederlandicissimus,nederlandice,12,nederlandic
nederlandus,nederlanda,nederlandum,nederlandior,nederlandissimus,nederlande,12,nederland
incensus,incensa,incensum,incensior,incensissimus,incense,12,incens
absconditus,abscondita,absconditum,absconditior,absconditissimus,abscondite,12,abscondit
aeriformis,aeriformis,aeriforme,aeriformior,aeriformissimus,aeriformiter,3,aeriform
hibernicus,hibernica,hibernicum,hibernicior,hibernicissimus,hibernice,12,hibernic
ignotus,ignota,ignotum,ignotior,ignotissimus,ignote,12,ignot
atomicus,atomica,atomicum,atomicior,atomicissimus,atomice,12,atomic
ucrainicus,ucrainica,ucrainicum,ucrainicior,ucrainicissimus,ucrainice,12,ucrainic
ucrainus,ucraina,ucrainum,ucrainior,ucrainissimus,ucraine,12,ucrain
bivalens,bivalens,bivalens,bivalentior,bivalentissimus,bivalentter,3,bivalent
Slovacicus,Slovacica,Slovacicum,Slovacicior,Slovacicissimus,Slovacice,12,Slovacic
slovacus,slovaca,slovacum,slovacior,slovacissimus,slovace,12,slovac
abscisus,abscisa,abscisum,abscisior,abscisissimus,abscise,12,abscis
carbonicus,carbonica,carbonicum,carbonicior,carbonicissimus,carbonice,12,carbonic
chalybeius,chalybeia,chalybeium,chalybeiior,chalybeiissimus,chalybeie,12,chalybei
demissus,demissa,demissum,demissior,demississimus,demisse,12,demiss
electricus,electrica,electricum,electricior,electricissimus,electrice,12,electric
electronicus,electronica,electronicum,electronicior,electronicissimus,electronice,12,electronic
canaster,canastra,canastrum,canastrior,canasterrimus,canastre,12,canastr
arcessitus,arcessita,arcessitum,arcessitior,arcessitissimus,arcessite,12,arcessit
organicus,organica,organicum,organicior,organicissimus,organice,12,organic
terrenus,terrena,terrenum,terrenior,terrenissimus,terrene,12,terren
adflictus,adflicta,adflictum,adflictior,adflictissimus,adflicte,12,adflict
creticus,cretica,creticum,creticior,creticissimus,cretice,12,cretic
cretanus,cretana,cretanum,cretanior,cretanissimus,cretane,12,cretan
Germanicus,Germanica,Germanicum,Germanicior,Germanicissimus,Germanice,12,Germanic
chaldaeicus,chaldaeica,chaldaeicum,chaldaeicior,chaldaeicissimus,chaldaeice,12,chaldaeic
aegyptus,aegypta,aegyptum,aegyptior,aegyptissimus,aegypte,12,aegypt
aegyptiacus,aegyptiaca,aegyptiacum,aegyptiacior,aegyptiacissimus,aegyptiace,12,aegyptiac
iaponus,iapona,iaponum,iaponior,iaponissimus,iapone,12,iapon
iudaeus,iudaea,iudaeum,iudaeior,iudaeissimus,iudaee,12,iudae
albanus,albana,albanum,albanior,albanissimus,albane,12,alban
albanicus,albanica,albanicum,albanicior,albanicissimus,albanice,12,albanic
aethiopus,aethiopa,aethiopum,aethiopior,aethiopissimus,aethiope,12,aethiop
aethiopicus,aethiopica,aethiopicum,aethiopicior,aethiopicissimus,aethiopice,12,aethiopic
aethiopius,aethiopia,aethiopium,aethiopiior,aethiopiissimus,aethiopie,12,aethiopi
maronitus,maronita,maronitum,maronitior,maronitissimus,maronite,12,maronit
syrus,syra,syrum,syrior,syrissimus,syre,12,syr
sanguinosus,sanguinosa,sanguinosum,sanguinosior,sanguinosissimus,sanguinose,12,sanguinos
cornis,cornis,corne,cornior,cornissimus,corniter,3,corn
cognominis,cognominis,cognomine,cognominior,cognominissimus,cognominiter,3,cognomin
bucolicos,bucolice,bucolicon,bucolicior,bucolicissimus,bucoliciter,12,bucolic
firmis,firmis,firme,firmior,firmissimus,firmiter,3,firm
laserpiciarius,laserpiciaria,laserpiciarium,laserpiciariior,laserpiciariissimus,laserpiciarie,12,laserpiciari
laserpiciatus,laserpiciata,laserpiciatum,laserpiciatior,laserpiciatissimus,laserpiciate,12,laserpiciat
nubilis,nubilis,nubile,nubilior,nubilissimus,nubiliter,3,nubil
iugis,iugis,iuge,iugior,iugissimus,iugiter,3,iug
crystallinus,crystallina,crystallinum,crystallinior,crystallinissimus,crystalline,12,crystallin
fulvus,fulva,fulvum,fulvior,fulvissimus,fulve,12,fulv
nescius,nescia,nescium,nesciior,nesciissimus,nescie,12,nesci
illectus,illecta,illectum,illectior,illectissimus,illecte,12,illect
aheneus,ahenea,aheneum,aheneior,aheneissimus,ahenee,12,ahene
adfectus,adfecta,adfectum,adfectior,adfectissimus,adfecte,12,adfect
circumiectus,circumiecta,circumiectum,circumiectior,circumiectissimus,circumiecte,12,circumiect
adsuetus,adsueta,adsuetum,adsuetior,adsuetissimus,adsuete,12,adsuet
adoptivus,adoptiva,adoptivum,adoptivior,adoptivissimus,adoptive,12,adoptiv
annuus,annua,annuum,annuior,annuissimus,annue,12,annu
aulicus,aulica,aulicum,aulicior,aulicissimus,aulice,12,aulic
coronarius,coronaria,coronarium,coronariior,coronariissimus,coronarie,12,coronari
curulis,curulis,curule,curulior,curulissimus,curuliter,3,curul
honorificus,honorifica,honorificum,honorificior,honorificentissimus,honorifice,12,honorific
laureus,laurea,laureum,laureior,laureissimus,lauree,12,laure
manuscriptus,manuscripta,manuscriptum,manuscriptior,manuscriptissimus,manuscripte,12,manuscript
nostras,nostras,nostras,nostratior,nostratissimus,nostratiter,3,nostrat
vestras,vestras,vestras,vestratior,vestratissimus,vestratiter,3,vestrat
rostratus,rostrata,rostratum,rostratior,rostratissimus,rostrate,12,rostrat
trepidus,trepida,trepidum,trepidior,trepidissimus,trepide,12,trepid
praetorianus,praetoriana,praetorianum,praetorianior,praetorianissimus,praetoriane,12,praetorian
uerus,uera,uerum,uerior,uerissimus,uere,12,uer
venenatus,venenata,venenatum,venenatior,venenatissimus,venenate,12,venenat
tribunicius,tribunicia,tribunicium,tribuniciior,tribuniciissimus,tribunicie,12,tribunici
nonnullus,nonnulla,nonnullum,nonnullior,nonnullissimus,nonnulle,12,nonnull
decemviralis,decemviralis,decemvirale,decemviralior,decemviralissimus,decemviraliter,3,decemviral
innumerabilis,innumerabilis,innumerabile,innumerabilior,innumerabilissimus,innumerabiliter,3,innumerabil
penetralis,penetralis,penetrale,penetralior,penetralissimus,penetraliter,3,penetral
provincialis,provincialis,provinciale,provincialior,provincialissimus,provincialiter,3,provincial
supplex,supplex,supplex,supplicior,supplicissimus,suppliciter,3,supplic
saeclaris,saeclaris,saeclare,saeclarior,saeclarissimus,saeclariter,3,saeclar
dedux,dedux,dedux,deducior,deducissimus,deduciter,3,deduc
servilis,servilis,servile,servilior,servilissimus,servile,3,servil
specialis,specialis,speciale,specialior,specialissimus,specialiter,3,special
saecularis,saecularis,saeculare,saecularior,saecularissimus,saeculariter,3,saecular
triumphalis,triumphalis,triumphale,triumphalior,triumphalissimus,triumphaliter,3,triumphal
putris,putris,putre,putrior,putrissimus,putriter,3,putr
equestris,equestris,equestre,equestrior,equestrissimus,equestriter,3,equestr
nefastus,nefasta,nefastum,nefastior,nefastissimus,nefaste,12,nefast
caeterus,caetera,caeterum,caeterior,caeterissimus,caetere,12,caeter
attributus,attributa,attributum,attributior,attributissimus,attribute,12,attribut
eclipticus,ecliptica,eclipticum,eclipticior,eclipticissimus,ecliptice,12,ecliptic
reliquus,reliqua,reliquum,reliquior,reliquissimus,relique,12,reliqu
ramosus,ramosa,ramosum,ramosior,ramosissimus,ramose,12,ramos
circumiacens,circumiacens,circumiacens,circumiacentior,circumiacentissimus,circumiacentter,3,circumiacent
circumjacens,circumjacens,circumjacens,circumjacentior,circumjacentissimus,circumjacentter,3,circumjacent
coelestis,coelestis,coeleste,coelestior,coelestissimus,coelestiter,3,coelest
flexilis,flexilis,flexile,flexilior,flexilissimus,flexiliter,3,flexil
apparens,apparens,apparens,apparentior,apparentissimus,apparentter,3,apparent
arithmeticus,arithmetica,arithmeticum,arithmeticior,arithmeticissimus,arithmetice,12,arithmetic
astronomicus,astronomica,astronomicum,astronomicior,astronomicissimus,astronomice,12,astronomic
caerulus,caerula,caerulum,caerulior,caerulissimus,caerule,12,caerul
clarissimus,clarissima,clarissimum,clarissimior,clarissimissimus,clarissime,12,clarissim
constans,constans,constans,constantior,constantissimus,constantter,3,constant
decimalis,decimalis,decimale,decimalior,decimalissimus,decimaliter,3,decimal
deinceps,deinceps,deinceps,deincipior,deincipissimus,deincipiter,3,deincip
differentialis,differentialis,differentiale,differentialior,differentialissimus,differentialiter,3,differential
dialecticus,dialectica,dialecticum,dialecticior,dialecticissimus,dialectice,12,dialectic
doctrinalis,doctrinalis,doctrinale,doctrinalior,doctrinalissimus,doctrinaliter,3,doctrinal
dubiosus,dubiosa,dubiosum,dubiosior,dubiosissimus,dubiose,12,dubios
electromagneticus,electromagnetica,electromagneticum,electromagneticior,electromagneticissimus,electromagnetice,12,electromagnetic
elementarius,elementaria,elementarium,elementariior,elementariissimus,elementarie,12,elementari
exponentialis,exponentialis,exponentiale,exponentialior,exponentialissimus,exponentialiter,3,exponential
functionalis,functionalis,functionale,functionalior,functionalissimus,functionaliter,3,functional
fundamentalis,fundamentalis,fundamentale,fundamentalior,fundamentalissimus,fundamentaliter,3,fundamental
anomalus,anomala,anomalum,anomalior,anomalissimus,anomale,12,anomal
inconditus,incondita,inconditum,inconditior,inconditissimus,incondite,12,incondit
anomalos,anomala,anomalon,anomalior,anomalissimus,anomaliter,12,anomal
hodiernus,hodierna,hodiernum,hodiernior,hodiernissimus,hodierne,12,hodiern
imaginarius,imaginaria,imaginarium,imaginariior,imaginariissimus,imaginarie,12,imaginari
impossibilis,impossibilis,impossibile,impossibilior,impossibilissimus,impossibiliter,3,impossibil
inaequabilis,inaequabilis,inaequabile,inaequabilior,inaequabilissimus,inaequabiliter,3,inaequabil
inanimus,inanima,inanimum,inanimior,inanimissimus,inanime,12,inanim
inanimis,inanimis,inanime,inanimior,inanimissimus,inanimiter,3,inanim
inclarus,inclara,inclarum,inclarior,inclarissimus,inclare,12,inclar
incongruens,incongruens,incongruens,incongruentior,incongruentissimus,incongruentter,3,incongruent
inconsummabilis,inconsummabilis,inconsummabile,inconsummabilior,inconsummabilissimus,inconsummabiliter,3,inconsummabil
inexpertus,inexperta,inexpertum,inexpertior,inexpertissimus,inexperte,12,inexpert
infinitesimalis,infinitesimalis,infinitesimale,infinitesimalior,infinitesimalissimus,infinitesimaliter,3,infinitesimal
inpar,inpar,inpar,inparior,inparissimus,inpariter,3,inpar
irrationalis,irrationalis,irrationale,irrationalior,irrationalissimus,irrationaliter,3,irrational
logicus,logica,logicum,logicior,logicissimus,logice,12,logic
mechanicus,mechanica,mechanicum,mechanicior,mechanicissimus,mechanice,12,mechanic
monodicus,monodica,monodicum,monodicior,monodicissimus,monodice,12,monodic
modicus,modica,modicum,modicior,modicissimus,modice,12,modic
mysterius,mysteria,mysterium,mysteriior,mysteriissimus,mysterie,12,mysteri
mythologicus,mythologica,mythologicum,mythologicior,mythologicissimus,mythologice,12,mythologic
nuclearis,nuclearis,nucleare,nuclearior,nuclearissimus,nucleariter,3,nuclear
peculiaris,peculiaris,peculiare,peculiarior,peculiarissimus,peculiariter,3,peculiar
perutilis,perutilis,perutile,perutilior,perutilissimus,perutiliter,3,perutil
corniculans,corniculans,corniculans,corniculantior,corniculantissimus,corniculantter,3,corniculant
philosophicus,philosophica,philosophicum,philosophicior,philosophicissimus,philosophice,12,philosophic
potentialis,potentialis,potentiale,potentialior,potentialissimus,potentialiter,3,potential
praesens,praesens,praesens,praesentior,praesentissimus,praesentter,3,praesent
quantitativus,quantitativa,quantitativum,quantitativior,quantitativissimus,quantitative,12,quantitativ
relativisticus,relativistica,relativisticum,relativisticior,relativisticissimus,relativistice,12,relativistic
scientialis,scientialis,scientiale,scientialior,scientialissimus,scientialiter,3,sciential
sedecimalis,sedecimalis,sedecimale,sedecimalior,sedecimalissimus,sedecimaliter,3,sedecimal
sensibilis,sensibilis,sensibile,sensibilior,sensibilissimus,sensibiliter,3,sensibil
controversus,controversa,controversum,controversior,controversissimus,controverse,12,controvers
subnuclearis,subnuclearis,subnucleare,subnuclearior,subnuclearissimus,subnucleariter,3,subnuclear
studiosus,studiosa,studiosum,studiosior,studiosissimus,studiose,12,studios
syntheticus,synthetica,syntheticum,syntheticior,syntheticissimus,synthetice,12,synthetic
speculativus,speculativa,speculativum,speculativior,speculativissimus,speculative,12,speculativ
technologicus,technologica,technologicum,technologicior,technologicissimus,technologice,12,technologic
universalis,universalis,universale,universalior,universalissimus,universaliter,3,universal
arietinus,arietina,arietinum,arietinior,arietinissimus,arietine,12,arietin
coccineus,coccinea,coccineum,coccineior,coccineissimus,coccinee,12,coccine
culinarius,culinaria,culinarium,culinariior,culinariissimus,culinarie,12,culinari
leguminosus,leguminosa,leguminosum,leguminosior,leguminosissimus,leguminose,12,leguminos
plancus,planca,plancum,plancior,plancissimus,plance,12,planc
viminalis,viminalis,viminale,viminalior,viminalissimus,viminaliter,3,viminal
simplus,simpla,simplum,simplior,simplissimus,simple,12,simpl
adipatus,adipata,adipatum,adipatior,adipatissimus,adipate,12,adipat
septentrionalis,septentrionalis,septentrionale,septentrionalior,septentrionalissimus,septentrionaliter,3,septentrional
aestivus,aestiva,aestivum,aestivior,aestivissimus,aestive,12,aestiv
adoreus,adorea,adoreum,adoreior,adoreissimus,adoree,12,adore
agriculturalis,agriculturalis,agriculturale,agriculturalior,agriculturalissimus,agriculturaliter,3,agricultural
azymus,azyma,azymum,azymior,azymissimus,azyme,12,azym
exemplaris,exemplaris,exemplare,exemplarior,exemplarissimus,exemplariter,3,exemplar
biformis,biformis,biforme,biformior,biformissimus,biformiter,3,biform
theoreticus,theoretica,theoreticum,theoreticior,theoreticissimus,theoretice,12,theoretic
sentus,senta,sentum,sentior,sentissimus,sente,12,sent
bilateralis,bilateralis,bilaterale,bilateralior,bilateralissimus,bilateraliter,3,bilateral
boletinus,boletina,boletinum,boletinior,boletinissimus,boletine,12,boletin
culinaris,culinaris,culinare,culinarior,culinarissimus,culinariter,3,culinar
castrensis,castrensis,castrense,castrensior,castrensissimus,castrensiter,3,castrens
castratus,castrata,castratum,castratior,castratissimus,castrate,12,castrat
cellularis,cellularis,cellulare,cellularior,cellularissimus,cellulariter,3,cellular
centipes,centipes,centipes,centipedior,centipedissimus,centipediter,3,centiped
lippus,lippa,lippum,lippior,lippissimus,lippe,12,lipp
serius,seria,serium,seriior,seriissimus,serie,12,seri
scius,scia,scium,sciior,sciissimus,scie,12,sci
resinosus,resinosa,resinosum,resinosior,resinosissimus,resinose,12,resinos
chelidonius,chelidonia,chelidonium,chelidoniior,chelidoniissimus,chelidonie,12,chelidoni
cyprinus,cyprina,cyprinum,cyprinior,cyprinissimus,cyprine,12,cyprin
depsticius,depsticia,depsticium,depsticiior,depsticiissimus,depsticie,12,depstici
famelicus,famelica,famelicum,famelicior,famelicissimus,famelice,12,famelic
elixus,elixa,elixum,elixior,elixissimus,elixe,12,elix
etymologicus,etymologica,etymologicum,etymologicior,etymologicissimus,etymologice,12,etymologic
axiomaticus,axiomatica,axiomaticum,axiomaticior,axiomaticissimus,axiomatice,12,axiomatic
farreus,farrea,farreum,farreior,farreissimus,farree,12,farre
fordeaceus,fordeacea,fordeaceum,fordeaceior,fordeaceissimus,fordeacee,12,fordeace
arvensis,arvensis,arvense,arvensior,arvensissimus,arvensiter,3,arvens
fructifer,fructifera,fructiferum,fructiferior,fructiferrimus,fructifere,12,fructifer
gallinaceus,gallinacea,gallinaceum,gallinaceior,gallinaceissimus,gallinacee,12,gallinace
vehemens,vehemens,vehemens,vehementior,vehementissimus,vehementer,3,vehement
hordeaceus,hordeacea,hordeaceum,hordeaceior,hordeaceissimus,hordeacee,12,hordeace
inscius,inscia,inscium,insciior,insciissimus,inscie,12,insci
madefactus,madefacta,madefactum,madefactior,madefactissimus,madefacte,12,madefact
mammalis,mammalis,mammale,mammalior,mammalissimus,mammaliter,3,mammal
mediaevalis,mediaevalis,mediaevale,mediaevalior,mediaevalissimus,mediaevaliter,3,mediaeval
mensalis,mensalis,mensale,mensalior,mensalissimus,mensaliter,3,mensal
miliaceus,miliacea,miliaceum,miliaceior,miliaceissimus,miliacee,12,miliace
mustus,musta,mustum,mustior,mustissimus,muste,12,must
nauticus,nautica,nauticum,nauticior,nauticissimus,nautice,12,nautic
ovinus,ovina,ovinum,ovinior,ovinissimus,ovine,12,ovin
oppidanus,oppidana,oppidanum,oppidanior,oppidanissimus,oppidane,12,oppidan
pretiosus,pretiosa,pretiosum,pretiosior,pretiosissimus,pretiose,12,pretios
repositus,reposita,repositum,repositior,repositissimus,reposite,12,reposit
sortitus,sortita,sortitum,sortitior,sortitissimus,sortito,12,sortit
temulentus,temulenta,temulentum,temulentior,temulentissimus,temulente,12,temulent
transmarinus,transmarina,transmarinum,transmarinior,transmarinissimus,transmarine,12,transmarin
triticeus,triticea,triticeum,triticeior,triticeissimus,triticee,12,tritice
absimilis,absimilis,absimile,absimilior,absimilissimus,absimiliter,3,absimil
acclivis,acclivis,acclive,acclivior,acclivissimus,accliviter,3,accliv
actuarius,actuaria,actuarium,actuariior,actuariissimus,actuarie,12,actuari
binarius,binaria,binarium,binariior,binariissimus,binarie,12,binari
cooperativus,cooperativa,cooperativum,cooperativior,cooperativissimus,cooperative,12,cooperativ
similaris,similaris,similare,similarior,similarissimus,similariter,3,similar
admirandus,admiranda,admirandum,admirandior,admirandissimus,admirande,12,admirand
aerarius,aeraria,aerarium,aerariior,aerariissimus,aerarie,12,aerari
anceps,anceps,anceps,ancipitior,ancipitissimus,ancipititer,3,ancipit
anfractus,anfracta,anfractum,anfractior,anfractissimus,anfracte,12,anfract
assiduus,assidua,assiduum,assiduior,assiduissimus,assidue,12,assidu
auctumnus,auctumna,auctumnum,auctumnior,auctumnissimus,auctumne,12,auctumn
aversus,aversa,aversum,aversior,aversissimus,averse,12,avers
diplomaticus,diplomatica,diplomaticum,diplomaticior,diplomaticissimus,diplomatice,12,diplomatic
biduus,bidua,biduum,biduior,biduissimus,bidue,12,bidu
bellicosus,bellicosa,bellicosum,bellicosior,bellicosissimus,bellicose,12,bellicos
bipedalis,bipedalis,bipedale,bipedalior,bipedalissimus,bipedaliter,3,bipedal
bipertitus,bipertita,bipertitum,bipertitior,bipertitissimus,bipertite,12,bipertit
bipartitus,bipartita,bipartitum,bipartitior,bipartitissimus,bipartito,12,bipartit
brumalis,brumalis,brumale,brumalior,brumalissimus,brumaliter,3,brumal
contemptus,contempta,contemptum,contemptior,contemptissimus,contemptim,12,contempt
carbonarius,carbonaria,carbonarium,carbonariior,carbonariissimus,carbonarie,12,carbonari
dominicus,dominica,dominicum,dominicior,dominicissimus,dominice,12,dominic
egenus,egena,egenum,egenior,egenissimus,egene,12,egen
ecclesiasticus,ecclesiastica,ecclesiasticum,ecclesiasticior,ecclesiasticissimus,ecclesiastice,12,ecclesiastic
infidelis,infidelis,infidele,infidelior,infidelissimus,infideliter,3,infidel
misericors,misericors,misericors,misericordior,misericordissimus,misericorditer,3,misericord
silvester,silvestris,silvestre,silvestrior,silvesterrimus,silvestre,3,silvestr
famosus,famosa,famosum,famosior,famosissimus,famose,12,famos
variabilis,variabilis,variabile,variabilior,variabilissimus,variabiliter,3,variabil
cibarius,cibaria,cibarium,cibariior,cibariissimus,cibarie,12,cibari
circumjectus,circumjecta,circumjectum,circumjectior,circumjectissimus,circumjecte,12,circumject
casarius,casaria,casarium,casariior,casariissimus,casarie,12,casari
confinius,confinia,confinium,confiniior,confiniissimus,confinie,12,confini
conscius,conscia,conscium,consciior,consciissimus,conscie,12,consci
consimilis,consimilis,consimile,consimilior,consimilissimus,consimiliter,3,consimil
consentiens,consentiens,consentiens,consentientior,consentientissimus,consentientter,3,consentient
copiosus,copiosa,copiosum,copiosior,copiosissimus,copiose,12,copios
cordus,corda,cordum,cordior,cordissimus,corde,12,cord
chordus,chorda,chordum,chordior,chordissimus,chorde,12,chord
