word,feminine,neuter,comparative,superlative,adverb,declension,adj_stem
consensus,consensa,consensum,consensior,consensissimus,consense,12,consens
phoenix,phoenix,phoenix,phoenicior,phoenicissimus,phoeniciter,3,phoenic
neuter,neutra,neutrum,neutrior,neuterrimus,neutre,12,neutr
anterior,anterior,anterius,anteriorior,anteriorissimus,anterioriter,12,anterior
servus,serva,servum,servior,servissimus,serve,12,serv
exterior,exterior,exterius,exteriorior,exteriorissimus,exterioriter,12,exterior
interior,interior,interius,interiorior,interiorissimus,interioriter,12,interior
complex,complex,complex,complicior,complicissimus,compliciter,3,complic
integer,integra,integrum,integrior,integerrimus,integre,12,integr
unus,una,unum,unior,unissimus,une,12,un
foetus,foeta,foetum,foetior,foetissimus,foete,12,foet
alter,altera,alterum,alterior,alterrimus,altere,12,alter
accusabilis,accusabilis,accusabile,accusabilior,accusabilissimus,accusabiliter,3,accusabil
multicolor,multicolor,multicolor,multicolorior,multicolorissimus,multicoloriter,3,multicolor
pauper,pauper,pauper,pauperior,pauperrimus,paupere,3,pauper
dis,dis,dis,ditior,ditissimus,dititer,3,dit
alumnus,alumna,alumnum,alumnior,alumnissimus,alumne,12,alumn
romanus,romana,romanum,romanior,romanissimus,romane,12,roman
Christianus,Christiana,Christianum,Christianior,Christianissimus,Christiane,12,Christian
frigidus,frigida,frigidum,frigidior,frigidissimus,frigide,12,frigid
sagittarius,sagittaria,sagittarium,sagittariior,sagittariissimus,sagittarie,12,sagittari
veteranus,veterana,veteranum,veteranior,veteranissimus,veterane,12,veteran
vetus,vetus,vetus,vetustior,vetustissimus,vetere,3,veter
sufflavus,sufflava,sufflavum,sufflavior,sufflavissimus,sufflave,12,sufflav
subniger,subnigra,subnigrum,subnigrior,subnigerrimus,subnigre,12,subnigr
exoticus,exotica,exoticum,exoticior,exoticissimus,exotice,12,exotic
verus,vera,verum,verior,verissimus,vere,12,ver
zodiacus,zodiaca,zodiacum,zodiacior,zodiacissimus,zodiace,12,zodiac
amphibius,amphibia,amphibium,amphibiior,amphibiissimus,amphibie,12,amphibi
Latinus,Latina,Latinum,Latinior,Latinissimus,Latine,12,Latin
librarius,libraria,librarium,librariior,librariissimus,librarie,12,librari
latus,lata,latum,latior,latissimus,late,12,lat
liber,libera,liberum,liberior,liberrimus,libere,12,liber
magicus,magica,magicum,magicior,magicissimus,magice,12,magic
animalis,animalis,animale,animalior,animalissimus,animaliter,3,animal
polaris,polaris,polare,polarior,polarissimus,polariter,3,polar
philosophus,philosopha,philosophum,philosophior,philosophissimus,philosophe,12,philosoph
abominabilis,abominabilis,abominabile,abominabilior,abominabilissimus,abominabiliter,3,abominabil
geminus,gemina,geminum,geminior,geminissimus,gemine,12,gemin
sinister,sinistra,sinistrum,sinistrior,sinistimus,sinistre,12,sinistr
cordipugus,cordipuga,cordipugum,cordipugior,cordipugissimus,cordipuge,12,cordipug
reus,rea,reum,reior,reissimus,ree,12,re
primus,prima,primum,primior,primissimus,primo,12,prim
rhetoricus,rhetorica,rhetoricum,rhetoricoteros,rhetoricissimus,rhetorice,12,rhetoric
alius,alia,aliud,alteriior,alteriissimus,alterie,12,alteri
mundus,munda,mundum,mundior,mundissimus,munditer,12,mund
ominosus,ominosa,ominosum,ominosior,ominosissimus,ominose,12,ominos
sons,sons,sons,sontior,sontissimus,sontter,3,sont
atomus,atoma,atomum,atomior,atomissimus,atome,12,atom
australis,australis,australe,australior,australissimus,australiter,3,austral
infans,infans,infans,infantior,infantissimus,infantter,3,infant
facetus,faceta,facetum,facetior,facetissimus,facete,12,facet
togatus,togata,togatum,togatior,togatissimus,togate,12,togat
albus,alba,album,albior,albissimus,albe,12,alb
anxius,anxia,anxium,magis anxius,maxime anxius,anxie,12,anxi
filialis,filialis,filiale,filialior,filialissimus,filialiter,3,filial
bonus,bona,bonum,melior,optimus,bene,12,bon
secundus,secunda,secundum,secundior,secundissimus,secunde,12,secund
amicus,amica,amicum,amicior,amicissimus,amice,12,amic
masculinus,masculina,masculinum,masculinior,masculinissimus,masculine,12,masculin
fortis,fortis,forte,fortior,fortissimus,fortiter,3,fort
manus,mana,manum,manior,manissimus,mane,12,man
Graecus,Graeca,Graecum,Graecior,Graecissimus,Graece,12,Graec
altus,alta,altum,altior,altissimus,alte,12,alt
clarus,clara,clarum,clarior,clarissimus,clare,12,clar
simplex,simplex,simplex,simplicior,simplicissimus,simpliciter,3,simplic
duplex,duplex,duplex,duplicior,duplicissimus,dupliciter,3,duplic
arcanus,arcana,arcanum,arcanior,arcanissimus,arcane,12,arcan
magus,maga,magum,magior,magissimus,mage,12,mag
Alpinus,Alpina,Alpinum,Alpinior,Alpinissimus,Alpine,12,Alpin
zonarius,zonaria,zonarium,zonariior,zonariissimus,zonarie,12,zonari
relativus,relativa,relativum,relativior,relativissimus,relative,12,relativ
fractus,fracta,fractum,fractior,fractissimus,fracte,12,fract
senex,senex,senex,senior,senissimus,seniter,3,sen
liniger,linigera,linigerum,linigerior,linigerrimus,linigere,12,liniger
idoneus,idonea,idoneum,magis idoneus,maxime idoneus,idonee,12,idone
novus,nova,novum,novior,novissimus,nove,12,nov
ineffabilis,ineffabilis,ineffabile,ineffabilior,ineffabilissimus,ineffabiliter,3,ineffabil
abusivus,abusiva,abusivum,abusivior,abusivissimus,abusive,12,abusiv
infelix,infelix,infelix,infelicior,infelicissimus,infeliciter,3,infelic
gnarus,gnara,gnarum,gnarior,gnarissimus,gnare,12,gnar
unicus,unica,unicum,unicior,unicissimus,unice,12,unic
solus,sola,solum,solior,solissimus,sole,12,sol
strategematicus,strategematica,strategematicum,strategematicior,strategematicissimus,strategematice,12,strategematic
machinalis,machinalis,machinale,machinalior,machinalissimus,machinaliter,3,machinal
machinarius,machinaria,machinarium,machinariior,machinariissimus,machinarie,12,machinari
pernecessarius,pernecessaria,pernecessarium,pernecessariior,pernecessariissimus,pernecessarie,12,pernecessari
cornipes,cornipes,cornipes,cornipedior,cornipedissimus,cornipediter,3,corniped
astrapoplectus,astrapoplecta,astrapoplectum,astrapoplectior,astrapoplectissimus,astrapoplecte,12,astrapoplect
centiceps,centiceps,centiceps,centicipitior,centicipitissimus,centicipititer,3,centicipit
nudus,nuda,nudum,nudior,nudissimus,nude,12,nud
venenifer,venenifera,veneniferum,veneniferior,veneniferrimus,venenifere,12,venenifer
venenosus,venenosa,venenosum,venenosior,venenosissimus,venenose,12,venenos
virulentus,virulenta,virulentum,virulentior,virulentissimus,virulente,12,virulent
illecebrosus,illecebrosa,illecebrosum,illecebrosior,illecebrosissimus,illecebrose,12,illecebros
ludificatorius,ludificatoria,ludificatorium,ludificatoriior,ludificatoriissimus,ludificatorie,12,ludificatori
urniger,urnigera,urnigerum,urnigerior,urnigerrimus,urnigere,12,urniger
turriger,turrigera,turrigerum,turrigerior,turrigerrimus,turrigere,12,turriger
thyrsiger,thyrsigera,thyrsigerum,thyrsigerior,thyrsigerrimus,thyrsigere,12,thyrsiger
tridentiger,tridentigera,tridentigerum,tridentigerior,tridentigerrimus,tridentigere,12,tridentiger
tricorniger,tricornigera,tricornigerum,tricornigerior,tricornigerrimus,tricornigere,12,tricorniger
phoeniceus,phoenicea,phoeniceum,phoeniceior,phoeniceissimus,phoenicee,12,phoenice
peltifer,peltifera,peltiferum,peltiferior,peltiferrimus,peltifere,12,peltifer
frigidulus,frigidula,frigidulum,frigidulior,frigidulissimus,frigidule,12,frigidul
cataphractus,cataphracta,cataphractum,cataphractior,cataphractissimus,cataphracte,12,cataphract
angelicus,angelica,angelicum,angelicior,angelicissimus,angelice,12,angelic
triumphatorius,triumphatoria,triumphatorium,triumphatoriior,triumphatoriissimus,triumphatorie,12,triumphatori
portabilis,portabilis,portabile,portabilior,portabilissimus,portabiliter,3,portabil
phantasticus,phantastica,phantasticum,phantasticior,phantasticissimus,phantastice,12,phantastic
hierographicus,hierographica,hierographicum,hierographicior,hierographicissimus,hierographice,12,hierographic
hieroglyphicus,hieroglyphica,hieroglyphicum,hieroglyphicior,hieroglyphicissimus,hieroglyphice,12,hieroglyphic
rancidulus,rancidula,rancidulum,rancidulior,rancidulissimus,rancidule,12,rancidul
sanguineus,sanguinea,sanguineum,sanguineior,sanguineissimus,sanguinee,12,sanguine
gibber,gibbera,gibberum,gibberior,gibberrimus,gibbere,12,gibber
rancidus,rancida,rancidum,rancidior,rancidissimus,rancide,12,rancid
psittacinus,psittacina,psittacinum,psittacinior,psittacinissimus,psittacine,12,psittacin
iracundus,iracunda,iracundum,iracundior,iracundissimus,iracunde,12,iracund
undicola,undicola,undicola,undicolior,undicolissimus,undicoliter,1,undicol
silvifragus,silvifraga,silvifragum,silvifragior,silvifragissimus,silvifrage,12,silvifrag
aquigenus,aquigena,aquigenum,aquigenior,aquigenissimus,aquigene,12,aquigen
saxifragus,saxifraga,saxifragum,saxifragior,saxifragissimus,saxifrage,12,saxifrag
ossifragus,ossifraga,ossifragum,ossifragior,ossifragissimus,ossifrage,12,ossifrag
saxigenus,saxigena,saxigenum,saxigenior,saxigenissimus,saxigene,12,saxigen
caeligenus,caeligena,caeligenum,caeligenior,caeligenissimus,caeligene,12,caeligen
semifer,semifera,semiferum,semiferior,semiferrimus,semifere,12,semifer
phagedaenicus,phagedaenica,phagedaenicum,phagedaenicior,phagedaenicissimus,phagedaenice,12,phagedaenic
draconigena,draconigena,draconigena,draconigenior,draconigenissimus,draconigeniter,1,draconigen
omnivagus,omnivaga,omnivagum,omnivagior,omnivagissimus,omnivage,12,omnivag
quadrupes,quadrupes,quadrupes,quadrupedior,quadrupedissimus,quadrupediter,3,quadruped
ignivagus,ignivaga,ignivagum,ignivagior,ignivagissimus,ignivage,12,ignivag
noctivagus,noctivaga,noctivagum,noctivagior,noctivagissimus,noctivage,12,noctivag
famulus,famula,famulum,famulior,famulissimus,famule,12,famul
italicus,italica,italicum,italicior,italicissimus,italice,12,italic
verminosus,verminosa,verminosum,verminosior,verminosissimus,verminose,12,verminos
cinericius,cinericia,cinericium,cinericiior,cinericiissimus,cinericie,12,cinerici
fetus,feta,fetum,fetior,fetissimus,fete,12,fet
volucripes,volucripes,volucripes,volucripedior,volucripedissimus,volucripediter,3,volucriped
versipellis,versipellis,versipelle,versipellior,versipellissimus,versipelliter,3,versipell
armiger,armigera,armigerum,armigerior,armigerrimus,armigere,12,armiger
par,par,par,parior,parissimus,pariter,3,par
caecus,caeca,caecum,caecior,caecissimus,caece,12,caec
piscosus,piscosa,piscosum,piscosior,piscosissimus,piscose,12,piscos
leoninus,leonina,leoninum,leoninior,leoninissimus,leonine,12,leonin
caninus,canina,caninum,caninior,caninissimus,canine,12,canin
bovinus,bovina,bovinum,bovinior,bovinissimus,bovine,12,bovin
tigrinus,tigrina,tigrinum,tigrinior,tigrinissimus,tigrine,12,tigrin
Bubastius,Bubastia,Bubastium,Bubastiior,Bubastiissimus,Bubastie,12,Bubasti
lupinus,lupina,lupinum,lupinior,lupinissimus,lupine,12,lupin
elephantinus,elephantina,elephantinum,elephantinior,elephantinissimus,elephantine,12,elephantin
sagus,saga,sagum,sagior,sagissimus,sage,12,sag
struthius,struthia,struthium,struthiior,struthiissimus,struthie,12,struthi
Dialis,Dialis,Diale,Dialior,Dialissimus,Dialiter,3,Dial
exos,exos,exos,exossior,exossissimus,exossiter,3,exoss
hydrophobicus,hydrophobica,hydrophobicum,hydrophobicior,hydrophobicissimus,hydrophobice,12,hydrophobic
hydrophobus,hydrophoba,hydrophobum,hydrophobior,hydrophobissimus,hydrophobe,12,hydrophob
inops,inops,inops,inopior,inopissimus,inopiter,3,inop
horrendus,horrenda,horrendum,horrendior,horrendissimus,horrende,12,horrend
scelestus,scelesta,scelestum,scelestior,scelestissimus,sceleste,12,scelest
sapphiratus,sapphirata,sapphiratum,sapphiratior,sapphiratissimus,sapphirate,12,sapphirat
cruentus,cruenta,cruentum,cruentior,cruentissimus,cruente,12,cruent
patruus,patrua,patruum,patruior,patruissimus,patrue,12,patru
sanus,sana,sanum,sanior,sanissimus,sane,12,san
alatus,alata,alatum,alatior,alatissimus,alate,12,alat
patruelis,patruelis,patruele,patruelior,patruelissimus,patrueliter,3,patruel
debilis,debilis,debile,debilior,debilissimus,debiliter,3,debil
flavus,flava,flavum,flavior,flavissimus,flave,12,flav
chirurgius,chirurgia,chirurgium,chirurgiior,chirurgiissimus,chirurgie,12,chirurgi
dignus,digna,dignum,dignior,dignissimus,digne,12,dign
prior,prior,prior,priorior,primus,prioriter,3,prior
cereus,cerea,cereum,cereior,cereissimus,ceree,12,cere
macer,macra,macrum,macrior,macerrimus,macre,12,macr
umber,umbra,umbrum,umbrior,umberrimus,umbre,12,umbr
biceps,biceps,biceps,bicipitior,bicipitissimus,bicipititer,3,bicipit
triceps,triceps,triceps,tricipitior,tricipitissimus,tricipititer,3,tricipit
prosper,prospera,prosperum,prosperior,prosperrimus,prospere,12,prosper
ridiculus,ridicula,ridiculum,ridiculior,ridiculissimus,ridicule,12,ridicul
diabolicus,diabolica,diabolicum,diabolicior,diabolicissimus,diabolice,12,diabolic
candidus,candida,candidum,candidior,candidissimus,candide,12,candid
dexter,dextera,dexterum,dexterior,dextimus,dextere,12,dexter
redux,redux,redux,reducior,reducissimus,reduciter,3,reduc
victor,victor,victor,victorior,victorissimus,victoriter,3,victor
mediocris,mediocris,mediocre,mediocrior,medioximus,mediocriter,3,mediocr
omnis,omnis,omne,omnior,omnissimus,omniter,3,omn
magnus,magna,magnum,maior,maximus,magne,12,magn
habilis,habilis,habile,habilior,habilissimus,habiliter,3,habil
regalis,regalis,regale,regalior,regalissimus,regaliter,3,regal
sarcophagus,sarcophaga,sarcophagum,sarcophagior,sarcophagissimus,sarcophage,12,sarcophag
digitalis,digitalis,digitale,digitalior,digitalissimus,digitaliter,3,digital
census,censa,censum,censior,censissimus,cense,12,cens
maestus,maesta,maestum,maestior,maestissimus,maeste,12,maest
pluralis,pluralis,plurale,pluralior,pluralissimus,pluraliter,3,plural
domesticus,domestica,domesticum,domesticior,domesticissimus,domestice,12,domestic
tener,tenera,tenerum,tenerior,tenerrimus,tenere,12,tener
campester,campestris,campestre,campestrior,campesterrimus,campestre,3,campestr
masculus,mascula,masculum,masculior,masculissimus,mascule,12,mascul
multiplex,multiplex,multiplex,multiplicior,multiplicissimus,multipliciter,3,multiplic
Dunelmensis,Dunelmensis,Dunelmense,Dunelmensior,Dunelmensissimus,Dunelmensiter,3,Dunelmens
tangibilis,tangibilis,tangibile,tangibilior,tangibilissimus,tangibiliter,3,tangibil
carnivorus,carnivora,carnivorum,carnivorior,carnivorissimus,carnivore,12,carnivor
iubatus,iubata,iubatum,iubatior,iubatissimus,iubate,12,iubat
anatinus,anatina,anatinum,anatinior,anatinissimus,anatine,12,anatin
concolor,concolor,concolor,concolorior,concolorissimus,concoloriter,3,concolor
rufus,rufa,rufum,rufior,rufissimus,rufe,12,ruf
porcinus,porcina,porcinum,porcinior,porcinissimus,porcine,12,porcin
fidelis,fidelis,fidele,fidelior,fidelissimus,fideliter,3,fidel
docilis,docilis,docile,docilior,docilissimus,dociliter,3,docil
vigil,vigil,vigil,vigilior,vigilissimus,vigiliter,3,vigil
pubes,pubes,pubes,puberior,puberissimus,puberiter,3,puber
suavis,suavis,suave,suavior,suavissimus,suave,3,suav
radicalis,radicalis,radicale,radicalior,radicalissimus,radicaliter,3,radical
Apuleius,Apuleia,Apuleium,Apuleiior,Apuleiissimus,Apuleie,12,Apulei
Orpheus,Orphea,Orpheum,Orpheior,Orpheissimus,Orphee,12,Orphe
puerilis,puerilis,puerile,puerilior,puerilissimus,pueriliter,3,pueril
homosexualis,homosexualis,homosexuale,homosexualior,homosexualissimus,homosexualiter,3,homosexual
incus,inca,incum,incior,incissimus,ince,12,inc
sinensis,sinensis,sinense,sinensior,sinensissimus,sinensiter,3,sinens
Sinensis,Sinensis,Sinense,Sinensior,Sinensissimus,Sinensiter,3,Sinens
Afer,Afra,Afrum,Afrior,Aferrimus,Afre,12,Afr
Romanus,Romana,Romanum,Romanior,Romanissimus,Romane,12,Roman
niger,nigra,nigrum,nigrior,nigerrimus,nigre,12,nigr
december,decembris,decembre,decembrior,decemberrimus,decembre,3,decembr
october,octobris,octobre,octobrior,octoberrimus,octobre,3,octobr
november,novembris,novembre,novembrior,novemberrimus,novembre,3,novembr
september,septembris,septembre,septembrior,septemberrimus,septembre,3,septembr
periculosus,periculosa,periculosum,periculosior,periculosissimus,periculose,12,periculos
aquarius,aquaria,aquarium,aquariior,aquariissimus,aquarie,12,aquari
pius,pia,pium,magis pius,piissimus,pie,12,pi
proprius,propria,proprium,propriior,propriissimus,proprie,12,propri
lucifer,lucifera,luciferum,luciferior,luciferrimus,lucifere,12,lucifer
felix,felix,felix,felicior,felicissimus,feliciter,3,felic
tantus,tanta,tantum,tantior,tantissimus,tante,12,tant
incognitus,incognita,incognitum,incognitior,incognitissimus,incognite,12,incognit
intactus,intacta,intactum,intactior,intactissimus,intacte,12,intact
azureus,azurea,azureum,azureior,azureissimus,azuree,12,azure
hilaris,hilaris,hilare,hilarior,hilarissimus,hilare,3,hilar
atrox,atrox,atrox,atrocior,atrocissimus,atrociter,3,atroc
conifer,conifera,coniferum,coniferior,coniferrimus,conifere,12,conifer
liquidus,liquida,liquidum,liquidior,liquidissimus,liquide,12,liquid
solidus,solida,solidum,solidior,solidissimus,solide,12,solid
gratus,grata,gratum,gratior,gratissimus,grate,12,grat
vagus,vaga,vagum,vagior,vagissimus,vage,12,vag
quadriceps,quadriceps,quadriceps,quadricipitior,quadricipitissimus,quadricipititer,3,quadricipit
lubricus,lubrica,lubricum,lubricior,lubricissimus,lubrice,12,lubric
tricolor,tricolor,tricolor,tricolorior,tricolorissimus,tricoloriter,3,tricolor
velox,velox,velox,velocior,velocissimus,velociter,3,veloc
acer,acris,acre,acrior,acerrimus,acriter,3,acr
querquetulanus,querquetulana,querquetulanum,querquetulanior,querquetulanissimus,querquetulane,12,querquetulan
grandis,grandis,grande,grandior,grandissimus,grande,3,grand
lenis,lenis,lene,lenior,lenissimus,lene,3,len
vacuus,vacua,vacuum,vacuior,vacuissimus,vacue,12,vacu
agrosus,agrosa,agrosum,agrosior,agrosissimus,agrose,12,agros
medicus,medica,medicum,medicior,medicissimus,medice,12,medic
parvus,parva,parvum,minor,minimus,parve,12,parv
laevus,laeva,laevum,laevior,laevissimus,laeve,12,laev
obliquus,obliqua,obliquum,obliquior,obliquissimus,oblique,12,obliqu
acerbus,acerba,acerbum,acerbior,acerbissimus,acerbe,12,acerb
durus,dura,durum,durior,durissimus,dure,12,dur
infinitus,infinita,infinitum,infinitior,infinitissimus,infinite,12,infinit
plurimus,plurima,plurimum,plurimior,plurimissimus,plurime,12,plurim
multus,multa,multum,plus,plurimus,multo,12,mult
difficilis,difficilis,difficile,difficilior,difficillimus,difficulter,3,difficil
dives,dives,dives,divitior,divitissimus,divititer,3,divit
ullus,ulla,ullum,ullior,ullissimus,ulle,12,ull
facilis,facilis,facile,facilior,facillimus,facile,3,facil
certus,certa,certum,certior,certissimus,certe,12,cert
longus,longa,longum,longior,longissimus,longe,12,long
malus,mala,malum,peior,pessimus,male,12,mal
merus,mera,merum,merior,merissimus,mere,12,mer
talis,talis,tale,talior,talissimus,taliter,3,tal
quantus,quanta,quantum,quantior,quantissimus,quante,12,quant
tardus,tarda,tardum,tardior,tardissimus,tarde,12,tard
tenebrosus,tenebrosa,tenebrosum,tenebrosior,tenebrosissimus,tenebrose,12,tenebros
mas,mas,mas,marior,marissimus,mariter,3,mar
aequus,aequa,aequum,aequior,aequissimus,aeque,12,aequ
virilis,virilis,virile,virilior,virilissimus,viriliter,3,viril
foedus,foeda,foedum,foedior,foedissimus,foede,12,foed
isosceles,isosceles,isosceles,isoscelior,isoscelissimus,isosceliter,3,isoscel
redivivus,rediviva,redivivum,redivivior,redivivissimus,redivive,12,rediviv
miser,misera,miserum,miserior,miserrimus,misere or miseriter,12,miser
romanicus,romanica,romanicum,romanicior,romanicissimus,romanice,12,romanic
ales,ales,ales,alitior,alitissimus,alititer,3,alit
acidophilus,acidophila,acidophilum,acidophilior,acidophilissimus,acidophile,12,acidophil
vapidus,vapida,vapidum,vapidior,vapidissimus,vapide,12,vapid
gallus,galla,gallum,gallior,gallissimus,galle,12,gall
delicatus,delicata,delicatum,delicatior,delicatissimus,delicate,12,delicat
almus,alma,almum,almior,almissimus,alme,12,alm
recens,recens,recens,recentior,recentissimus,recentter,3,recent
fascicularis,fascicularis,fasciculare,fascicularior,fascicularissimus,fasciculariter,3,fascicular
montanus,montana,montanum,montanior,montanissimus,montane,12,montan
aequalis,aequalis,aequale,aequalior,aequalissimus,aequaliter,3,aequal
Marius,Maria,Marium,Mariior,Mariissimus,Marie,12,Mari
arbustus,arbusta,arbustum,arbustior,arbustissimus,arbuste,12,arbust
agilis,agilis,agile,agilior,agilissimus,agiliter,3,agil
araneus,aranea,araneum,araneior,araneissimus,aranee,12,arane
aeger,aegra,aegrum,aegrior,aegerrimus,aegre,12,aegr
alarius,alaria,alarium,alariior,alariissimus,alarie,12,alari
augustus,augusta,augustum,augustior,augustissimus,auguste,12,august
unicolor,unicolor,unicolor,unicolorior,unicolorissimus,unicoloriter,3,unicolor
cops,cops,cops,copior,copissimus,copiter,3,cop
ieiunus,ieiuna,ieiunum,ieiunior,ieiunissimus,ieiune,12,ieiun
Cepheus,Cephea,Cepheum,Cepheior,Cepheissimus,Cephee,12,Cephe
austrinus,austrina,austrinum,austrinior,austrinissimus,austrine,12,austrin
sanguinarius,sanguinaria,sanguinarium,sanguinariior,sanguinariissimus,sanguinarie,12,sanguinari
borealis,borealis,boreale,borealior,borealissimus,borealiter,3,boreal
notorius,notoria,notorium,notoriior,notoriissimus,notorie,12,notori
peregrinus,peregrina,peregrinum,peregrinior,peregrinissimus,peregrine,12,peregrin
turpis,turpis,turpe,turpior,turpissimus,turpiter,3,turp
pulcher,pulchra,pulchrum,pulchrior,pulcherrimus,pulchre,12,pulchr
ferrarius,ferraria,ferrarium,ferrariior,ferrariissimus,ferrarie,12,ferrari
teres,teres,teres,teretior,teretissimus,teretiter,3,teret
ignicomans,ignicomans,ignicomans,ignicomantior,ignicomantissimus,ignicomantter,3,ignicomant
porosus,porosa,porosum,porosior,porosissimus,porose,12,poros
uraeus,uraea,uraeum,uraeior,uraeissimus,uraee,12,urae
bellus,bella,bellum,bellior,bellissimus,belle,12,bell
asinus,asina,asinum,asinior,asinissimus,asine,12,asin
polyanthus,polyantha,polyanthum,polyanthior,polyanthissimus,polyanthe,12,polyanth
viridis,viridis,viride,viridior,viridissimus,viriditer,3,virid
triangulus,triangula,triangulum,triangulior,triangulissimus,triangule,12,triangul
venaticus,venatica,venaticum,venaticior,venaticissimus,venatice,12,venatic
amarus,amara,amarum,amarior,amarissimus,amariter,12,amar
Gallus,Galla,Gallum,Gallior,Gallissimus,Galle,12,Gall
argenteus,argentea,argenteum,argenteior,argenteissimus,argentee,12,argente
quinarius,quinaria,quinarium,quinariior,quinariissimus,quinarie,12,quinari
denarius,denaria,denarium,denariior,denariissimus,denarie,12,denari
aureus,aurea,aureum,aureior,aureissimus,auree,12,aure
nugatorius,nugatoria,nugatorium,nugatoriior,nugatoriissimus,nugatorie,12,nugatori
orthogonius,orthogonia,orthogonium,orthogoniior,orthogoniissimus,orthogonie,12,orthogoni
curtus,curta,curtum,curtior,curtissimus,curte,12,curt
securus,secura,securum,securior,securissimus,secure,12,secur
dirus,dira,dirum,dirior,dirissimus,dire,12,dir
fartus,farta,fartum,fartior,fartissimus,fartim,12,fart
ferus,fera,ferum,ferior,ferissimus,fere,12,fer
fatuus,fatua,fatuum,fatuior,fatuissimus,fatue,12,fatu
lentus,lenta,lentum,lentior,lentissimus,lente,12,lent
orbus,orba,orbum,orbior,orbissimus,orbe,12,orb
medius,media,medium,magis medius,medioximus,medie,12,medi
mollis,mollis,molle,mollior,mollissimus,molliter,3,moll
siccus,sicca,siccum,siccior,siccissimus,sicce,12,sicc
gravis,gravis,grave,gravior,gravissimus,graviter,3,grav
vanus,vana,vanum,vanior,vanissimus,vane,12,van
totus,tota,totum,totior,totissimus,tote,12,tot
patheticus,pathetica,patheticum,patheticior,patheticissimus,pathetice,12,pathetic
pullus,pulla,pullum,pullior,pullissimus,pulle,12,pull
vilis,vilis,vile,vilior,vilissimus,viliter,3,vil
nitidus,nitida,nitidum,nitidior,nitidissimus,nitide,12,nitid
celer,celeris,celere,celerior,celerrimus,celeriter,3,celer
badius,badia,badium,badiior,badiissimus,badie,12,badi
calidus,calida,calidum,calidior,calidissimus,calide,12,calid
dulcis,dulcis,dulce,dulcior,dulcissimus,dulce,3,dulc
brevis,brevis,breve,brevior,brevissimus,breviter,3,brev
levis,levis,leve,levior,levissimus,leviter,3,lev
rudis,rudis,rude,rudior,rudissimus,ruditer,3,rud
libidinosus,libidinosa,libidinosum,libidinosior,libidinosissimus,libidinose,12,libidinos
linguatus,linguata,linguatum,linguatior,linguatissimus,linguate,12,linguat
Gallius,Gallia,Gallium,Galliior,Galliissimus,Gallie,12,Galli
fidus,fida,fidum,fidior,fidissimus,fide,12,fid
manis,manis,mane,manior,manissimus,maniter,3,man
clemens,clemens,clemens,clementior,clementissimus,clementer,3,clement
putus,puta,putum,putior,putissimus,pute,12,put
solutus,soluta,solutum,solutior,solutissimus,solute,12,solut
uter,utra,utrum,utrior,uterrimus,utre,12,utr
impar,impar,impar,imparior,imparissimus,impariter,3,impar
silvestris,silvestris,silvestre,silvestrior,silvestrissimus,silvestriter,3,silvestr
ruralis,ruralis,rurale,ruralior,ruralissimus,ruraliter,3,rural
rusticus,rustica,rusticum,rusticior,rusticissimus,rustice,12,rustic
purus,pura,purum,purior,purissimus,pure,12,pur
mendax,mendax,mendax,mendacior,mendacissimus,mendaciter,3,mendac
maritus,marita,maritum,maritior,maritissimus,marite,12,marit
rebellis,rebellis,rebelle,rebellior,rebellissimus,rebelliter,3,rebell
plenus,plena,plenum,plenior,plenissimus,plene,12,plen
mirabilis,mirabilis,mirabile,mirabilior,mirabilissimus,mirabiliter,3,mirabil
suppus,suppa,suppum,suppior,suppissimus,suppe,12,supp
salax,salax,salax,salacior,salacissimus,salaciter,3,salac
sextilis,sextilis,sextile,sextilior,sextilissimus,sextiliter,3,sextil
formosus,formosa,formosum,formosior,formosissimus,formose,12,formos
Quintilis,Quintilis,Quintile,Quintilior,Quintilissimus,Quintiliter,3,Quintil
parens,parens,parens,parentior,parentissimus,parentter,3,parent
Alanus,Alana,Alanum,Alanior,Alanissimus,Alane,12,Alan
teter,tetra,tetrum,tetrior,teterrimus,tetre,12,tetr
citer,citra,citrum,citerior,citimus,citre,12,citr
clandestinus,clandestina,clandestinum,clandestinior,clandestinissimus,clandestine,12,clandestin
vicarius,vicaria,vicarium,vicariior,vicariissimus,vicarie,12,vicari
exiguus,exigua,exiguum,exiguior,exiguissimus,exigue,12,exigu
internecivus,interneciva,internecivum,internecivior,internecivissimus,internecive,12,interneciv
asper,aspera,asperum,asperior,asperrimus,aspere,12,asper
tutus,tuta,tutum,tutior,tutissimus,tute,12,tut
vulgaris,vulgaris,vulgare,vulgarior,vulgarissimus,vulgare,3,vulgar
muratus,murata,muratum,muratior,muratissimus,murate,12,murat
odiosus,odiosa,odiosum,odiosior,odiosissimus,odiose,12,odios
-aster,-astra,-astrum,-astrior,-asterrimus,-astre,12,-astr
taciturnus,taciturna,taciturnum,taciturnior,taciturnissimus,taciturne,12,taciturn
spadix,spadix,spadix,spadicior,spadicissimus,spadiciter,3,spadic
canus,cana,canum,canior,canissimus,cane,12,can
socius,socia,socium,sociior,sociissimus,socie,12,soci
ebrius,ebria,ebrium,ebriior,ebriissimus,ebrie,12,ebri
locuples,locuples,locuples,locupletior,locupletissimus,locupletiter,3,locuplet
